UUID,Title,Memory Mapper Title (keywords to identify the project) (should include the research content,Project Location - In London,Date,Link,Identification- DOI/URL/ISBN/Reference no.,Authors,London Authors,Other Author (National+International),Department,Abstract,Partners,Partnership Location - In London,Partnership,Policy Sources////Citations ( from Overton),Policy source subcategory,Partnership 1,Partnership 2,Partnership 3,Partnership 4,Filter 2 (Themes),Funder 1,Funder 2,Funder 3,Source,Output type
bfaa5295d4905a00dd12d1b8b5b9a84e,Evaluating Here to Help,Evaluating Here to Help,"Hackney Council (51.5441541,-0.0557296)",2020,,,Prof Rainer Kattel,,,UCL Institute for Innovation and Public Purpose,Contract Research with Hackney Council,Hackney Council,"51.545074462890625,-0.05692468211054802",,,,Contract Research,,,,,Hackney Council,,,HEBCI,
25e0e373206a45143df0bbe7fd85af09,Analysis using the Greater London Authority 3D Stock Energy Model,GLA 3D Stock Energy Model,London,2018,,,,,,"Bartlett School of Environment, Energy and Resources",Analysis using the Greater London Authority 3D Stock Energy Model,"Department for Business, Energy and Industrial Strategy","51.4966889,-0.1416589",,,,Consultancy,,,,,,,,HEBCI,
b5c0a12bb57d9ebcfca064ba12d52b91,Development of a Social Integration Measurement Toolkit for the GLA,Social Integration Measurement Toolkit Development,London,2019,,,,,,UCL Institute for Global Prosperity,"Development of a Social Integration Measurement Toolkit for the GLA to establish a better understanding of social integration across the city, and in helping to deliver positive change across London’s places and communities.",Partnering Regeneration Development (PRD),"51.503262,-0.09637",,,,Consultancy,Co-design,,,,,,,HEBCI,
f558f20b7429ebcae84dc04f79040fa2,F34 Collection & Analysis of IAQ Data from 8 Flats in East London during Covid-19 Lockdown Project,IAQ data analysis during Covid-19 Lockdown,"East London (51.5432402,-0.0493621)",2020,,,,,,"Bartlett School of Environment, Energy and Resources",Consultancy services provided by Dr Farhang Tahmasebi - Project: Collection and analysis of IAQ data from 8 flats in East London during Covid-19 lockdown,Chartered Institution of Building Services Engineers (CIBSE),"51.44258,-0.154379",,,,Consultancy,Research Support ,,,,,,,HEBCI,
e9600fa0e7e2d81b764b0a5eb2e75c05,Understanding & measuring the value generated by the provision of affordable artists studios in London: the case of Acme's Childers Street Studios,The value of affordable artists studios,London,2021,,,,,,Bartlett School of Planning,Understanding & measuring the value generated by the provision of affordable artists studios in London: the case of Acme's Childers Street Studios,Acme Studios Ltd,"51.5191467,-0.0358161",,,,Consultancy,Research Support ,,,,,,,HEBCI,
0e821ff7409da10080a683d653df90c0,LPI longitudinal study: Hackney Wave 1 extension,Hackney Wave 1 extension,"Hackney (51.54496383666992,-0.057547200471162796)",2021,,,,,,UCL Institute for Global Prosperity,Development of the citizen-led Prosperity Index Longitudinal Survey ,London Borough of Hackney,"51.545074462890625,-0.05692468211054802",,,,Consultancy,Co-design,,,,,,,HEBCI,
bcba418a706005eaa7f06b59122a7273,LPI longitudinal study: Barking & Dagenham Wave 1 extension,Barking & Dagenham Wave 1 extension,"Barking and Dagenham (51.53624725341797,0.0792360007762909)",2021,,,,,,UCL Institute for Global Prosperity,Development of the citizen-led Prosperity Index Longitudinal Survey,London Borough of Barking & Dagenham,"51.536015,0.078725",,,,Consultancy,Co-design,,,,,,,HEBCI,
67a2e8d758ca0f26f70a4d8cdbd08cde,East Bank Sense Check ,East Bank Sense Check ,"East Bank (51.5411742,-0.0120134)",2021,,,,,,UCL Institute for Global Prosperity,Undertake a 10-year longitudinal study into prosperity in east London using the prosperity framework developed ,London Legacy Development Corporation,"51.514715,-0.14397",,,,Consultancy,Co-design,,,,,,,HEBCI,
acb519ea673db879290a556a6fdc02c3,Good Life Euston ,Good Life Euston ,"Euston (51.5282865,-0.1338745)",2021,,,,,,UCL Institute for Global Prosperity,Development of a citizen-led Prosperity Index and establishment of a Prosperity Board for Euston.,Lendlease Euston Development LLP,"51.518717,-0.173211",,,,Consultancy,Co-design,,,,,,,HEBCI,
6f7dfcf73ec43fef74cc51c3d058e0c5,LLDC Inclusive Economy Strategy ,LLDC Inclusive Economy Strategy ,,2022,,,,,,UCL Institute for Global Prosperity,"Development of a narrative to establish a shared definition of inclusive economy in the context of the Queen Elizabeth Olympic Park, Stratford East London ",Partnering Regeneration Development (PRD),"51.503262,-0.09637",,,,Consultancy,Co-design,,,,,,,HEBCI,
d24a8b074ef8ed8f807bc70868552e43,Westway Trust Citizen Science programme ,Westway Trust Citizen Science programme ,"Westway Trust (51.518171,-0.208935)",2022,,,,,,UCL Institute for Global Prosperity,Co-design and delivery of the UCL Citizen Science Academy research and training programme. ,Westway Trust,"51.518171,-0.208935",,,,Consultancy,Co-design,,,,,,,HEBCI,
6a3fef191c0045a10bcb3d3b1dbd974e,Teviot Estate Regeneration ,Teviot Estate Regeneration ,"Teviot Estate (51.5174175,-0.0129443)",2022,,,,,,UCL Institute for Global Prosperity,Design of study to examine socio-economic impact of regenerating the Teviot Estate ,Teviot Estate Developments LLP ,"51.69087600708008,-0.007902299985289574",,,,Consultancy,Co-design,,,,,,,HEBCI,
888d7f70b36c251b15ed9ebbd74a3995,Shazam for bats: Internet of Things for continuous real-time biodiversity monitoring,Shazam for bats,"Stratford (51.541289, -0.0035472)",,https://doi.org/10.1049/smc2.12016,,"Sarah Gallacher
Duncan Wilson
Alison Fairbrass
Daniyar Turmukhambetov
Michael Firman
Stefan Kreitmayer
Oisin Mac Aodha
Gabriel Brostow
Kate Jones",,,Bartlett Centre for Advanced Spatial Analysis,,,,,,,,,,,Technology and Computation ,Engineering & Physical Sciences Research Council (EPSRC),Intel Collaborative Research Institute (ICRI),Alfred P Sloan Foundation,Worktribe ,
fb30d50eb149bdc3b70a872adfe672fe,Redefining Variability: EvALuating Land Use and TRansport Impacts on Urban Mobility PatternS,EvALuating Land Use and TRansport Impacts on Urban Mobility PatternS,London,,https://smartcityanalysis.com,,"Professor Chen Zhong 
Dr Carmen Cabrera Arnau
Yikang Wang
Wenlan Zhang ",,,Bartlett Centre for Advanced Spatial Analysis,"realTRIPS aims to open a new avenue of research in urban mobility analysis using emerging automatic data by developing an analytical and modelling framework, particularly addressing variability across spatial-temporal scales and of population groups. The proposed framework will leverage key concepts from uncertainty in spatial analysis, time geography, land use transport modelling, and urban planning. Under this theoretical framework, new variability measures will be developed and integrated as a function of space and time into operational urban models. These urban models will generate a more accurate evaluation of land use and transport impacts on people’s mobility patterns in terms of the affected area and effect time. Case studies in three typical urban contexts (i.e. London, Shenzhen, and Nairobi) will be explored to demonstrate the feasibility and generic applicability of the proposed framework, analytical methods and urban models.",,,,,,,,,,,European Research Council (ERC),,,Worktribe ,
397f22d88efaac89bb034408f4c63d7d,Enhancing Sustainable Travel in Regional Cities and Outer Metropolitan Areas,Enhancing Sustainable Travel in Regional Cities and Outer Metropolitan Areas,London,2024,https://research.vu.nl/en/projects/enhancing-sustainable-travel-in-small-cities-and-outer-metropolit,,"Duncan Smith
Eric Koomen
Tanhua Jin ",,,Bartlett Centre for Advanced Spatial Analysis,"The concept of the 15-minute city was developed for inner city districts in major metropolitan centres, but it is also highly relevant to outer metropolitan areas and smaller towns and cities to foster more sustainable travel behaviour. Yet, the latter areas often have additional sustainability challenges including greater car dependence, struggling local retail centres, disintegrated housing developments and weaker active travel infrastructure. The ENHANCE project is designed to understand the barriers for the application of 15mC principles in outer metropolitan areas and small cities and provide evidence to improve local planning decision-making. This will be achieved through three main tasks:

1. Creating multi-modal composite accessibility indicators that capture progress towards 15-minute city goals and that highlight the degree to which daily travel needs can potentially be fulfilled within local trips.

2. Analysing actual travel behaviour in relation to the 15-minute city objectives to describe the degree to which different societal groups fulfil their daily travel needs by local trips in practice and to understand current barriers to meeting sustainable travel objectives.

3. Develop a modelling environment that allows the development of future scenarios that enhance accessibility by the provision of transport infrastructure, adapting travel behaviour or (re)developing the city.","Prospective Labs
Transport for London
Birkbeck University of London","51.539088,-0.008568
51.5001567804669, -0.13387705732143
51.521891, -0.130359",,,,Collaborators,,,,Sustainability ,Economic and Social Research Council (ESRC),,,Worktribe ,
6c1440ffc03aac06735553f68b4c0821,"SIMETRI
SustaInable Mobility and Equality in mega-ciTy RegIons",SustaInable Mobility and Equality in mega-ciTy RegIons,London,2019,https://simetri.uk,,"Professor Michael Batty 
Dr Chen Zhong 
Dr Duncan Smith
Dr Qili Gao 
Bowen Zhang
Dr Joana Barros 
Professor Eric Koomen
Professor Qingquan Li 
Professor Yang Yue 
Dr Wei Tu
Professor Anthony G.O. Yeh 
Professor Suhong Zhou ","Dr. Joana Barros ( Department of Geography, Birkbeck)
Dr. Chen Zhong (King's College London)",,Bartlett Centre for Advanced Spatial Analysis,"The 21st century will be dominated by very large urban agglomerations, qualitatively different from those big cities that our contemporary analytical understanding and models of governance are able to handle. The growth of these mega-city regions is heavily influenced by the fusion of existing cities as well as by rapid continental scale migration. This growth is generating severe problems of social segregation, connectivity, mobility, and income inequalities that require new and powerful methods of analytical understanding such as those being developed using real-time ‘big’ data sources and new information technologies. We propose to develop a platform for prediction and urban governance using the Pearl River Delta ‘Greater Bay Area’ mega-city region as a demonstrator, bringing sustainability indicators and simulation models from the Greater London and urban Holland (the Randstad) regions to inform the development of an urban data and simulation platform relevant to designing and testing scenarios for new modes of transport and the alleviation of socio-economic inequalities in the Bay Area. These problems, we believe, will be key mega-city regions during the rest of this century.","Dr. Joana Barros ( Department of Geography, Birkbeck)
Dr. Chen Zhong (King's College London)","51.521891, -0.130359
51.511612,-0.116253",,,,Co-authorship with academic partner(s),,,,,Economic and Social Research Council (ESRC),,,Worktribe ,
dc0bf05651f8695700fe589647f2bf3a,Colouring London,Colouring London,London,2018,,,Dr Duncan Smith,,,Bartlett Centre for Advanced Spatial Analysis,"Colouring London is being developed using building footprint data kindly provided by Ordnance Survey and facilitated by the Greater London Authority. Colouring London will provide the first ever public resource, and first port of call, for data on the characteristics of London’s building stock. Its easy-to-use web platform, designed as a reproducible model, will allow information on every London building to be collected, collated, visualised and disseminated. Approximately 12 categories of data will be crowdsourced including building age, use, type size, designation status and rebuild history. The project will also create links with the National Heritage List for England, the Greater London Historic Environment Record, and the “Layers of London” initiative.","Historic England 
Polly Hudson
Tom Russell
Dominic Humphreys
Dr Martin de Jode
Maciej Ziarkowski
Louis Jobst","51.51077,-0.090924",,,,Collaborators,Research Support ,,,,Engineering & Physical Sciences Research Council (EPSRC), UCL Innovation & Enterprise,MacArthur Foundation,Worktribe ,
46c6d4222dc6c23853e649365615400e,"YOUR.VU.CITY- Developing dataflows between a crowd-sourced, building attribute data platform and 3D rendering for enhanced public engagement in built environment planning",YOUR.VU.CITY,London,2019,https://gtr.ukri.org/projects?ref=105325,,"VUCITY LIMITED
NEW LONDON ARCHITECTURE LIMITED
Adam Dennett",,,Bartlett Centre for Advanced Spatial Analysis,"""VU.CITY has created the largest, most accurate and truly interactive digital city model, which provides a revolutionary tool for architects, developers, advisors and the public sector.

VU.CITY saves time and money for anyone involved in planning or development and is directly leading to better decision making, with 18 of 33 London councils already using it. Using game engine technology, users can import their own 3D model into VU.CITY to immediately place their proposals in context and test their visual impact. VU.CITY is fast becoming the industry standard method of considering development plans. The presentation of proposals through VU.CITY will speed up and increase engagement in mandatory public consultations and is already helping councillors make better, more informed decisions in planning committee meetings.

Colouring London (CL) is a web based Volunteered Geographic Information (VGI) initiative, designed by the Centre for Advanced Spatial Analysis (CASA), UCL, and created in collaboration with Historic England. Approximately 12 categories of data are being crowdsourced including building age, use, type size, designation status and rebuild history. CL is providing the first ever public resource, and first port of call, for data on the characteristics of London's building stock.

CL is currently limited to 2D maps. The proposed project will develop an API to feed CL data directly into VU.CITY to be visualised in 3D. The project also aims to create an app based version of VU.CITY to work on mobile phones (YOUR.VU.CITY). This will enable members of the public to view proposed developments from their current geographical location. The user will simply point their smart phone in the direction of the proposed development site and it will appear within the screen view. Users will be able to provide feedback on the proposed development through the app. Based on the feedback, developers will be able to revise their proposalst. Similarly, developers will be able to receive suggestions and feedback on mixed-use community development sites from potential end users.","VUCITY LIMITED
NEW LONDON ARCHITECTURE LIMITED","51.505483,-0.114849
51.515568,-0.091634",,,,Collaborators,,,,,Innovate UK ,,,Worktribe ,
ab5142d0c03df2b09ff23f8f22bf27f6,HERCULES – Interaction Between Building Design for Efficiency + Safety of Patients / Staff in the Age of Pandemics,HERCULES,"Moorfields Eye Hospital (51.538239041062425,-0.009951503580372039)",,https://connected-environments.org/portfolio/hercules/,,"Prof Paul Foster
Prof Kerstin Sailer
Prof Peter Scully
Prof Duncan Wilson
Prof Grant Mills
Dr Anne Symons
Dr Hari Jayaram
Prof Ian Eames
Prof Martin Utley ",,,Bartlett School of Architecture,"Glaucoma and medical retina care at Moorfields consists of several standardised tests that each patient goes through when visiting an outpatient clinic. These include procedures like the standard eye test and photographs taken of the eye to less heard of procedures like the Humphrey Field Analyser and the ORA. What is fundamental about these outpatient clinics is that each patient runs through the same procedures every visit. This means that the patients and the technician running the procedures go through very similar flows and patterns that can be optimised given the right technology and opportunities.  
This is precisely the problem that Project Hercules is attempting to solve. Using the pop-up clinic located at Brent Cross, which is easily reconfigurable and allows multiple different floor plans to be tested, the Project Hercules team aims to build a safer and more efficient clinic. Consenting patient and technician movements will be tracked using highly specialised Ubisense Ultra-Wideband sensors. Monitoring and recording people within a metre, these sensors will provide granular location data, which can be analysed on its own, aggregated to understand problematic areas or to potentially uncover what makes one layout much more efficient than another. In combination with in-person ethnographic observations and measurements of environmental conditions such as CO2 levels, these analyses will be a fundamental part of how future Moorfields Eye Hospital clinics will be designed in the future."," Hari Jayaram (Moorfields Eye Hospital NHS Foundation Trust )
Ubisense","51.527246,-0.089889
52.213171,0.138387",,,,Co-authorship with charity,Research Support ,,,,Moorfields Eye Charity,,,Worktribe ,
934f212744a2cc7d073dd1aaee832b56,Local authority direct provision of housing round four research,Local authority direct provision of housing,London,2024,https://www.ucl.ac.uk/bartlett/planning/sites/bartlett_planning/files/local_authority_direct_provision_of_housing_iv_report.pdf,https://www.ucl.ac.uk/bartlett/planning/sites/bartlett_planning/files/local_authority_direct_provision_of_housing_iv_report.pdf,"Janice Morphet
Ben Clifford",,,Bartlett School of Planning,"The research by Professor Ben Clifford and visiting Professor Janice Morphet explores the motivations, means, methods and challenges of local government housebuilding activity, updating the previous research published in 2017, 2019 and 2021.

The new research finds that the vast majority of councils across the country are now directly engaged in housing delivery again but a number of significant challenges have emerged which are preventing this activity being further scaled-up to meet much needed housing, particularly affordable homes.

The research is funded and supported by the National Planning Forum, the Planning Officers' Society, Savills and Willmott Dixon.",Savills,"(51.5165373, -0.1430636)",,,,Collaborators,,,,Planning and Policy,the Planning Officers' Society,,,Worktribe ,
ea2f640eaaed851ef7e380c0ee69282f,Trellick and Edenham Community Plan,Trellick and Edenham Community Plan,"Trellick Tower (51.5223412, -0.2074646)",2024,https://trellicktower.com/develop-trellick,https://trellicktower.com/develop-trellick,Pablo Sendra,,,Bartlett School of Planning,"This piece of research will focus on the participation of local communities on the elaboration of proposals for social housing estate regeneration. Previous research (Sendra, 2018) has shown the lack of genuine participation of residents in estate regeneration, which is often limited to a superficial consultation, to a tokenistic approach, or to voting yes or no to predefined proposals with little resident input. Research has also shown the capacity of residents to self-organise, contest top-down schemes, and propose community-led alternative approaches (Sendra & Fitzpatrick, 2020). The aim of this research project is to co-produce with residents and communities a brief for the regeneration of the Trellick Tower and Cheltenham Estate, which includes how the process should be, how communities should participate in decision-making, how the process should reach the diversity of communities in the area, which are the spaces that people value, what needs to improve, and what kind of development they would want. For achieving these objectives, the project will use a Participatory Action Research approach, where the research outputs are co-produced with the communities affected. Research methods and activities will include co-design workshops, semi-structured interviews, following the progress of the project by a community steering committee, and a public seminar/conference.",Trellick Tower Residents’ Association,"(51.5223412, -0.2074646)",,,,Collaborators,,,,Planning and Policy,Museum of London,,,Worktribe ,
52fe6e44f43da783a2655a4093a2ad8f,Humanising the Smart City,Humanising the Smart City,"Queen Elizabeth Olympic Park (51.54615, -0.01269)",2023,https://www.ucl.ac.uk/bartlett/planning/events/2023/feb/humanising-smart-city-london-workshop,https://www.ucl.ac.uk/bartlett/planning/events/2023/feb/humanising-smart-city-london-workshop,"Jung Won Son
Fangzhu Zhang 
Jessica Ferm ",,,Bartlett School of Planning,"Building upon in-depth discussion regarding South Korean and Taiwanese smart city policies in the September 2022 Seoul workshop of Humanising the Smart City, the London workshop covers UK, Norwegian, and mainland Chinese smart city cases.

Proponents of the smart city concept claim that a smart city can help solve urban problems such as environmental unsustainability, traffic congestion, crime, alienation of underprivileged groups in political decision-making, and pandemic. However, sceptics are concerned about the big data firms' appropriation of the data generated by citizens, the seduced consumption caused by big data- informed advertisements, and the violations of privacy by enhanced surveillance systems, among others. It is our view that a humanised vision for the smart city requires a more contextualised understanding of the current smart city practices. We have planned long-term interdisciplinary research, the first step of which is the current workshop series.

With financial support from ESRC’s UK–South Korea Connections Grant, we organise three workshops. After the London workshop, the third, to be conducted online, will take place in summer 2023, with a focus on the philosophical and theoretical issues of smart cities.",,,,,,,,,,Planning and Policy,Economic and Social Research Council (ESRC),,,Worktribe ,
068eb8c3376f93365b4aaffa9202556d,Food Security & Civil Society,Food Security & Civil Society,"London Borough of Barnet (51.6254, -0.1527)",2022,https://discovery.ucl.ac.uk/id/eprint/10175784/,https://discovery.ucl.ac.uk/id/eprint/10175784/,"Lucy Natarajan
George Grimble
Hyunji Cho
Megan Armstrong
Abi Woodward",,,Bartlett School of Planning,"Findings from an in-depth qualitative investigation of Food Security with people from civil society organisations. A ‘boots on the ground’ perspective, which reveals the concerns about food security, and stakeholder evaluations of what they think needs to be done.",Local participants," (51.6254, -0.1527)",,,,Anonymous Public Engagement ,,,,Health,Barnet London Borough Council,,,Worktribe ,
3c9199b5467cfe474d450c4b4cfa8539,ORA (Round 5) What is Governed in Cities: Residential Investment Landscapes and the Governance and Regulation of Housing Production,Residential Investment Landscapes and Housing Production,London,2022,https://gtr.ukri.org/projects?ref=ES%2FS015078%2F1#/tabOverview,https://gtr.ukri.org/projects?ref=ES%2FS015078%2F1#/tabOverview,"Michele Raco 
Nicola Livingstone 
Iqbal Hamiduddin 
Jessica Ferm 
Daniel Durrant 
Danielle Claire SANDERSON 
Sonia Freire Trigo 
Claire Marie Colomb 
Callum Ward",,,Bartlett School of Planning,"This proposal draws on a precise comparative, inter-disciplinary methodology to examine the inter-relationships between contemporary investment flows into the housing markets of major cities and the governance arrangements and public policy instruments that are designed to regulate them. Our case studies are three of Europe's leading urban centres: the Amsterdam Metropolitan Area; Greater London; and Grand Paris.

The proposal is timely as major cities have been faced with unprecedented development pressures. Their populations and economies have expanded and their envrionments have become highly attractive locations for global and national financial investment. These pressures have been particularly acute in the production and consumption of housing, where the impacts of investments on markets, citizens, and places are generating a widely perceived 'crisis' and set of new challenges for policy-makers and planners. There is a growing urgency to produce affordable housing for a variety of groups in order for cities to maintain their growth and to meet the needs of their citizens. A failure to tackle housing problems will both limit future growth potential and act as a source of social conflict and discontent.

The proposal draws on two streams of analysis. First we examine investment landscapes and the effectiveness of regulations and policy instruments that are designed to control them. We do this systematically and comparatively. Second we analyse the types of investment that are shaping housing markets and their impacts on people and places. We explore its sources, objectives, and designed outcomes.

The research meets an increasingly urgent need to develop better understandings of the complex relationships between markets, planning controls, and the quality of life of citizens in a context of escalating political tensions between different socio-economic groups and major global economic and social changes.",,,,,,,,,,Planning and Policy,UK Research and Innovation ,,,Worktribe ,
d8568420b32f70bf66bcee3129156825,"Adaptable Cities, Pandemic Mitigation and Crisis Preparedness","Adaptable Cities, Pandemic Mitigation and Crisis Preparedness",London,2024,https://www.ucl.ac.uk/bartlett/planning/research-projects/2024/jun/adaptable-cities-pandemic-mitigation-and-crisis-preparedness,https://www.ucl.ac.uk/bartlett/planning/research-projects/2024/jun/adaptable-cities-pandemic-mitigation-and-crisis-preparedness,"Lauren Andres
Paul Moawad
Marcus Zepf
Sakai Aya
Federica Appendino",,"Marcus Zepf, Université Paris-Est Créteil - Paris, (48.7881875, 2.4436875)
Sakai Aya, Tokyo City University, (35.5988125, 139.6506875)
Federica Appendino, École Supérieure des Professions Immobilières - Paris, (48.8340625, 2.3028125)",Bartlett School of Planning,"This project aims to explore how cities have and can be adapted, proactively, within a very short timescale, as to immediately mitigate the impact of any future pandemics on people's health, well-being and local economies but also ensure their continuity as rich transactional spaces hosting all types of human, economic, financial and information flows. While we situate this research area across the G7, we specifically focus on three continents: North America, Europe and Asia and zoom on four cities: New York City, London, Paris and Tokyo. The project ultimate goal is to co-design with a panel of built environment experts, a set of multi-scalar and evidence-based lessons as to promote proactive adaptability.",,,,,,Co-authorship with other partner(s),,,,Planning and Policy,British Academy (BA),,,Worktribe ,
c9602bc7c1d2bbf722da7e33350e8e5d,Community Water Management for a Liveable London,Community Water Management ,London,2018,https://www.ucl.ac.uk/bartlett/environmental-design/research-projects/2022/feb/community-water-management-liveable-london-camellia,https://www.ucl.ac.uk/bartlett/environmental-design/research-projects/2022/feb/community-water-management-liveable-london-camellia,"Sarah Bell
Nici Zimmermann
Tse-Hui Teh",,,"Bartlett School of Environment, Energy and Resources","Focusing on London, CAMELLIA will bring together environmental, engineering, urban planning, socio-economic and organisational experts with institutional and industry stakeholders and citizens to co-develop a systems approach to urban water management, which will provide integrated solutions to enable required housing growth in London whilst sustainably managing water and environment in the city. The research is part of Natural Environment Research Council’s Regional Impact from Science of the Environment (RISE) initiative.",Imperial College London,"(51.4983184, -0.1768987)",,,,Collaborators,,,,Planning and Policy,Natural Environment Research Council (NERC),,,Worktribe ,
77ea2ecd96f39738d08728e0ef80826b,Co-designing social infrastructure for resilient communities in post-COVID cities: Granville and Cartlon,Co-designing social infrastructure for resilient communities ,"South Kilburn (51.53, -0.197)",2022,https://bpb-eu-w2.wpmucdn.com/reflect.ucl.ac.uk/dist/2/2258/files/2020/06/GranvilleCarlton_Report_16-March-1.pdf,https://bpb-eu-w2.wpmucdn.com/reflect.ucl.ac.uk/dist/2/2258/files/2020/06/GranvilleCarlton_Report_16-March-1.pdf,"Pablo Sendra
Irene Manzini Ceinar
Lili Pandolfi",,,Bartlett School of Planning,"This research project aims to understand the importance of the community buildings Granville and Carlton for the communities in South Kilburn and surrounding areas, the different kinds of support the buildings and the organisations using them provide, and their importance a social infrastructure: spaces for creating and maintaining social connections. In particular, it aims to understand the relevance of these buildings during the Covid-19 pandemic and the subsequent periods of lockdown and restrictions, when social infrastructure and networks of mutual support have become more relevant. Since the buildings are about to go through a regeneration scheme to turn it into a mixed-use development, the research project also aims to understand how the lessons learnt during the pandemic can contribute to guide decisions on the activities, services, physical infrastructure and governance of the buildings to create more resilient social infrastructures.",Granville Community Kitchen,"(51.5327185, -0.1976229)",,,,Collaborators,,,,Planning and Policy,The Roddick Foundation,,,Worktribe ,
95ff309f29ba08b23f19ebcab4c3fa22,Comparing the regulation of short-term rentals in European cities,Regulation of short-term rentals in European cities,London,2021,https://www.propertyresearchtrust.org/uploads/1/3/4/8/134819607/short_term_rentals.pdf,https://www.propertyresearchtrust.org/uploads/1/3/4/8/134819607/short_term_rentals.pdf,"Claire Colomb
Tatiana Moreira de Souza",,,Bartlett School of Planning,"The short-term renting of a property to visitors is not new. However, the rise of internet-based platforms — digital marketplaces that match supply and demand — has fuelled the diversification and expansion of this practice in an unprecedented way. The market leader in the short-term accommodation sector is Airbnb, created in 2008 to allow landlords and tenants to advertise their homes for short-term rental. There now exists a variety of short-term rental platforms that differ in terms of their business models (peer-to-peer, business-to-consumer or both), their links with giants of the online travel industry, their geographical coverage and the types of accommodation they offer. Their offer has grown rapidly over the past decade, although interrupted in 2020 by the onset of the COVID-19 pandemic. The likelihood is that as recovery from the pandemic comes about, the short-term rental market will rebound. This project analyses and compares how public actors in large European cities have attempted to regulate platform-mediated short-term rentals, and outlines which implementation and enforcement challenges they have faced in doing so. The objectives of the research were to:
Identify the different types, and arguments, of interest groups and stakeholders who have been advocating or opposing the regulation of platform-mediated short-term rentals;
Identify the regulations put in place in large European cities to manage or control the phenomenon, and compare their instruments, modalities and degrees of stringency;
Assess how public authorities perceive the effectiveness of the regulations to date and identify the challenges they face in terms of implementation and enforcement.","HospitalityUK
Greater London Assembly
Marchmont Association, Camden
London Borough of Tower Hamlets
UK Short Term Accommodation Association (STAA)","(51.5180978, -0.1235851)
(51.5074947, 0.0162230)
(51.5279746, -0.1247866)
(51.516667, -0.05)
(51.4859721, -0.1183900)",,,,Anonymous Public Engagement ,,,,Planning and Policy,Property Research Trust Limited,,,Worktribe ,
8d04b673d7ee816a94a9b18c4c708114,Local authority direct provision of housing round three,Local authority direct provision of housing,London,2021,https://www.ucl.ac.uk/bartlett/planning/sites/bartlett_planning/files/morphet_and_clifford_2021_-_local_authority_direct_delivery_of_housing_iii_report43.pdf,https://www.ucl.ac.uk/bartlett/planning/sites/bartlett_planning/files/morphet_and_clifford_2021_-_local_authority_direct_delivery_of_housing_iii_report43.pdf,"Janice Morphet 
Ben Clifford",,,Bartlett School of Planning,"A third report of research exploring local authority direct development of housing across England has been launched. Led by Professor Janice Morphet (Visiting Professor at the Bartlett School of Planning) and Dr Ben Clifford (Associate Professor at the Bartlett School of Planning), the research follows similar reports published in 2017 and 2019 and utilising the same mixed methods approach of desk based research, a questionnaire survey sent directly to authorities, a series of roundtable discussions and case study interviews. The report finds that that 80% of local authorities now self-report that they are directly engaged in the provision of housing, a notable increase from the 69% of authorities reporting in the survey published in 2019 that they were directly engaged and the 65% from the 2017 survey answering similarly. There was increased corporate priority around housing development, particularly around maximising affordable housing delivery, in many councils and a growing sense of momentum.","HTA
Red Loft
Savills","(51.5442062, -0.0235598)
(51.5220111, -0.0852815)
(51.5165373, -0.1430636)",,,,Collaborators,,,,Planning and Policy,the Planning Officers' Society,,,Worktribe ,
