UUID,Title,Memory Mapper Title (keywords to identify the project) (should include the research content,Project Location - In London,Spatial Scope,Date,Link,Identification- DOI/URL/ISBN/Reference no.,Authors,London Authors,Other Author (National+International),Department,Abstract,Partners,Partnership Location - In London,Partnership Names,Partnership Coordinates,Partnership,Policy Sources////Citations ( from Overton),Policy source subcategory,Partnership 1,Partnership 2,Partnership 3,Partnership 4,Filter 2 (Themes),Funder 1,Funder 2,Funder 3,Source,Output type,boroughs,geometry
caf68ec67e22c1e4dc1dcd3656f3ff3f,The variation of air and surface temperatures in London within a 1km grid using vehicle-transect and ASTER data,The air and surface temperatures in London within a 1km grid ,London,Macro,2017,https://discovery.ucl.ac.uk/id/eprint/1559534/1/Taylor_JURSE2017_prior%20to%20publish.pdf,https://discovery.ucl.ac.uk/id/eprint/1559534/1/Taylor_JURSE2017_prior%20to%20publish.pdf,"Rochelle Schneider dos Santos
Jonathon Taylor
Michael Davies
Anna Mavrogianni
James Milner","James Milner
Department of Social & Environmental Health Research
London School of Hygiene & Tropical Medicine
London, UK (51.52124396186366, -0.12852871615097802)",,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"Urbanisation can modify the local climate, increasing the temperature of cities compared to rural areas. This phenomenon is known as the Urban Heat Island (UHI), and this paper introduces a methodology to investigate the spatial variability of air and surface temperatures across London. In particular, this study aims to investigate if a widely used spatial resolution (1 km) is appropriate for heat-related health risk studies. Data from vehicle-transect and ASTER thermal images were overlaid on a reference grid of 1 km, used by UHI simulation models. The results showed higher variability of air temperature within some specific modelled grid cells in the city centre, while surface temperatures presented higher variability in the London borders. This investigation suggests that LST has larger variation levels and more grid cells with sub-grid variation above 1°C compared to air temperature measurements.",1. James Milner,"Department of Social & Environmental Health Research
London School of Hygiene & Tropical Medicine
London, UK (51.52124396186366, -0.12852871615097802)
",London School of Hygiene and Tropical Medicine,"[(51.52124396186366, -0.12852871615097802)]",1. Co-authorship with academic partner(s),,,Co-authorship with academic partner(s),,,,Planning and Policy,Engineering & Physical Sciences Research Council (EPSRC),,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
79d49689853409dc22d4bc6742114ed5,"Life cycle assessment of energy conservation measures during early stage office building design: A case study in London, UK",LCA of energy conservation during early stage office building design,Central London,Meso,2017,https://discovery.ucl.ac.uk/id/eprint/1552588/1/Mavrogianni_MANUSCRIPT_FINAL.pdf,https://discovery.ucl.ac.uk/id/eprint/1552588/1/Mavrogianni_MANUSCRIPT_FINAL.pdf,"Afaf Azzouz
Anna Mavrogianni
Meike Borchers
Juliana Moreira","Meike Borchers
Juliana Moreira
WSP | Parsons Brinckerhoff, 70 Chancery Lane, London WC2A 1AF, UK (51.51812779115053, -0.11325016564039062)",,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"Embodied versus operational environmental indicators are often studied in isolation. This paper presents a cradle-to-grave Life Cycle Analysis of energy conservation measures for a planned large, medium-rise office building in central London, UK with Gross Floor Area of 15,590 m2 and a 60-year building lifetime. The original design complied with the UK Building Regulations Part L, achieving 40% operational carbon emission savings compared to Target Emissions Rate. The LCA solutions focused on structure, envelope, and operational systems. Embodied energy saving strategies encompassed the application of lean design principles and integration of low carbon materials. Operational energy saving techniques included the adoption of a fabric-first approach, adaptive thermal conditions and sustainable building systems. Cumulatively, these optimization strategies achieved a maximum of 16% and 13% savings on life cycle carbon and energy, respectively, compared to the original design. Embodied strategies saved 32% and 9% on embodied carbon and energy, respectively, while operational strategies reduced the original consumption by 14% on both indicators. Over a 60-year building lifetime, operational energy was 10 times higher than embodied energy, while operational carbon was 8 times higher than embodied carbon. The study findings have highlighted the significance of LCA for early stage building design decisions.","Meike Borchers
Juliana Moreira","WSP | Parsons Brinckerhoff, 70 Chancery Lane, London WC2A 1AF, UK (51.51812779115053, -0.11325016564039062)","WSP | Parsons Brinckerhoff, 70 Chancery Lane, London WC2A 1AF, UK (51.51812779115053, -0.11325016564039062)","[(51.51812779115053, -0.11325016564039062)]",Co-authorship with industry partner(s),Government ,Publications Office of the European Union,Co-authorship with industry partner(s),,,,Design,,,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
c0c0fe5daaff0f47cc07d3f87420372e,The spatial ordering of knowledge economies: The growth of furniture industry in nineteenth-century London,The growth of furniture industry in nineteenth-century,"Shoreditch (51.5266694,-0.0798926)
Fitzrovia (51.5229426,-0.1383554)",,2017,https://discovery.ucl.ac.uk/id/eprint/10036009/1/Griffiths_95.pdf,https://discovery.ucl.ac.uk/id/eprint/10036009/1/Griffiths_95.pdf,"Sam Griffiths
Blerta Dino
Laura Vaughan
Laura Narvaez Zertuche
Howard Davis","Laura Narvaez Zertuche
Urban Design Group, Foster + Partners Ltd. London, UK (Riverside, 22 Hester Rd, London SW11 4AN, 51.482090834181555, -0.16121445063214201)","Howard Davis
School of Architecture and Allied Arts, University of Oregon. Portland, U.S.",Bartlett School of Architecture,"Small businesses in the same sector tend to be geographically concentrated. Understanding why businesses in some industries cluster is a key issue in urban economic theory, particularly in the Marshallian and Jacobsian traditions. These emphasize the logistical and informational synergies (advantages) that accrue to firms in agglomeration economies, allowing firms located near one another to accelerate their rate of innovation. However, little is known about how spatial forms foster the clustering of firms or the mechanisms through which this process might facilitate knowledge spillover over between different businesses. In this paper we present an historical case study in which space syntax methods, archival research and urban economic theory were used to enhance understanding of the spatial ordering of London's nineteenth-and early twentieth-century furniture industry, a sector characterised by a proliferation of small, local firms. The spatial morphologies of the furniture industry in the Shoreditch and Fitzrovia areas of London are profiled by linking business directories, historical Ordnance Survey maps and Goad fire insurance plans to space syntax measures describing the spatial configuration of London's street network, on a GIS platform. Historically, the two casestudy areas have hosted a wide range of furniture-manufacturing businesses. We hypothesise that the contrast between the spatial structures of the two districts contributed to the divergent paths development of the furniture industry in these places. Our results suggest the two areas developed as different knowledge economies, in part as a consequence of their contrasting spatial configurations and their influence on industrial organization. Shoreditch became a 'specialization' economy (i.e. Marshallian). Here the organic pattern of streets allowed specialized businesses to be located in close proximity to key streets, benefiting from more local footfall, and in close localization of firms belonging to the same industry. Fitzrovia, however, showed a more 'diversified' economy (i.e. Jacobsian), accommodating most of its retailers on streets highly integrated across scales and more commercially-driven. In the context of constraints of land use and rising land values, manufacturing operations moved to other places whilst retaining large-size firms that created a retail destination in a high footfall location good for attracting passing trade. We anticipate that this research will contribute to understanding the distinctive spatial cultures of urban manufacturing and to the development of a methodological approach that opens up new prospects for inter-disciplinary research.",Laura Narvaez Zertuche,"Urban Design Group, Foster + Partners Ltd. London, UK (Riverside, 22 Hester Rd, London SW11 4AN, 51.482090834181555, -0.16121445063214201)",Foster+Partners Ltd.,"[(51.482090834181555, -0.16121445063214201)]",Co-authorship with industry partner(s),,,Co-authorship with industry partner(s),Co-authorship with other partner(s),,,Social Sciences and Humanities,,,,Discovery,,"['Camden', 'Hackney']","{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.079893, 51.526669], [-0.138355, 51.522943]]}, ""properties"": {}}"
a1ca7c173a6ebab6ced53a9d41561e52,"Discourses, travel behaviour and the 'last mile' in London","Discourses, travel behaviour and the 'last mile' ","Ealing (51.51265335083008,-0.30854809284210205)",,2016,https://doi.org/10.2148/benv.42.4.539,https://doi.org/10.2148/benv.42.4.539,"Robin Hickman
Giacomo Vecia",,,Bartlett School of Planning,"The concept of 'sustainable travel' has been well discussed for over three decades; yet the meaning of sustainability in travel remains interpreted in many different ways. A transition to more environmentally sustainable travel has proved difficult to achieve, particularly in suburban areas. For individuals in society there are many different aspirations for, and constraints on, travelling in an environmentally sustainable manner. Lack of modal choice, route options, the cost of using public transport, and wider cultural norms are a few of the barriers to realizing a more sustainable transport network. Compounding this is the 'last mile' problem, concerning the facilities linking the main mode to the home, workplace or wider destination, which are often poor. This paper explores both the perceptions and opinions of everyday commuters in Ealing, London, including consideration of their localized lastmile issues. An in-depth study is undertaken with thirty-five employees of Ealing Council, using Q methodology to investigate the participants' perceptions towards, and awareness of, their respective journeys. The Q method analysis undertaken highlighted four major discourses associated with travel and the last mile problem in Ealing: 'the public transport user', 'the committed cyclist', 'the multi-modal traveller' and 'the frustrated traveller'. Understanding these different discourses and their unique characteristics has significant potential for assisting policy-makers and planners in developing more targeted investment priorities, policies, and stakeholder engagement strategies.",Ealing Council,"14 Uxbridge Rd, London W5 2HL (51.513207002689924, -0.3076413453114308)",Ealing Council,"[(51.513207002689924, -0.3076413453114308)]",Research participation,,,Public Engagement ,,,,Sustainability ,,,,Discovery,,['Ealing'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.308548, 51.512653]]}, ""properties"": {}}"
20e21869e3fce436128ebe3bf5b81f9c,London Hybrid Exposure Model: Improving Human Exposure Estimates to NO2 and PM2.5 in an Urban Setting,London Hybrid Exposure Model,London,Macro,2016,https://discovery.ucl.ac.uk/id/eprint/1522384/7/Taylor_acs.est.6b01817.pdf,https://discovery.ucl.ac.uk/id/eprint/1522384/7/Taylor_acs.est.6b01817.pdf,"Jonathon G. Taylor
Sean D. Beevers 
Frank J. Kelly
Hugh Ross Anderson 
Heather A. Walton 
Ben M. Barratt 
Nutthida Kitwiroon 
Christina Mitsakou 
James David Smith ","James David Smith (MRC-PHE Centre for Environment and Health and Environmental Research Group in Health Impact of Environmental Hazard, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Christina Mitsakou (MRC-PHE Centre for Environment and Health n Health Impact of Environmental Hazard, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Nutthida Kitwiroon (MRC-PHE Centre for Environment and Health and Environmental Research Group in Heath Impact of Environmental Hazards, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Ben M. Barratt (MRC-PHE Centre for Environment and Health and Environmental Research Group in Heath Impact of Environmental Hazards, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Heather A. Walton (MRC-PHE Centre for Environment and Health, Environmental Research Group and NIHR HPRU in Heath Impact of Environmental Hazards, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Hugh Ross Anderson (MRC-PHE Centre for Environment and Health n Health Impact of Environmental Hazard, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Frank J. Kelly (MRC-PHE Centre for Environment and Health, Environmental Research Group and NIHR HPRU in Heath Impact of Environmental Hazards, King’s College London, 4th Floor, Franklin-Wilkins Building, Stamford Street, London, U.K. SE1 9NH, 51.50597189765327, -0.11247036194458247), 

Sean D. Beevers (Population Health Research Institute, St. George’s, University of London, London, U.K. SW17 0RE, 51.42795536120772, -0.17496463070648827).

Population Health Research Institute, St. George’s, University of London, London, U.K. SW17 0RE (51.42969940007072, -0.17413563159130602)",,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"Here we describe the development of the London Hybrid Exposure Model (LHEM), which calculates exposure of the Greater London population to outdoor air pollution sources, in-buildings, in-vehicles, and outdoors, using survey data of when and where people spend their time. For comparison and to estimate exposure misclassification we compared Londoners LHEM exposure with exposure at the residential address, a commonly used exposure metric in epidemiological research. In 2011, the mean annual LHEM exposure to outdoor sources was estimated to be 37% lower for PM2.5 and 63% lower for NO2 than at the residential address. These decreased estimates reflect the effects of reduced exposure indoors, the amount of time spent indoors (∼95%), and the mode and duration of travel in London. We find that an individual’s exposure to PM2.5 and NO2 outside their residential address is highly correlated (Pearson’s R of 0.9). In contrast, LHEM exposure estimates for PM2.5 and NO2 suggest that the degree of correlation is influenced by their exposure in different transport modes. Further development of the LHEM has the potential to increase the understanding of exposure error and bias in time-series and cohort studies and thus better distinguish the independent effects of NO2 and PM2.5.",Transport for London,"65 Broadway, London SW1H 0BD (51.50015678046693, -0.13387705732143002)",Transport for London,"[(51.50015678046693, -0.13387705732143002)]",Data support,Government ,UK Government,Data Support ,Co-authorship with academic partner(s),,,Sustainability ,Natural Environment Research Council (NERC),Medical Research Council (MRC),Economic and Social Research Council (ESRC),Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
183aec5b43f2d818d3511eb01b667e33,The economic benefits of reducing the levels of nitrogen dioxide (NO2) near primary schools: The case of London,The economic benefits of reducing nitrogen dioxide near schools,London,Macro,2016,https://www.sciencedirect.com/science/article/abs/pii/S0301479716303863?fr=RR-2&ref=pdf_download&rr=8a42bdeea99abecb,https://pdf.sciencedirectassets.com/272592/1-s2.0-S0301479716X00138/1-s2.0-S0301479716303863/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAgaCXVzLWVhc3QtMSJIMEYCIQDnH%2FXSR6AcaMHWNUt9N1xc%2FSVj1KlXDoNHCewviNY2hwIhAL4S%2BfiOlu9ZV5Am4cHYPf67QjOLYJNhoL6Kbj9xp2gMKrsFCMD%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBRoMMDU5MDAzNTQ2ODY1IgwIPINzWX%2FEFDQHr5QqjwVLcuzTftEAtdGu5QpsEWI%2FLt%2Bv7lkeeQ%2B4DlqUZd6YxUGFYtGiVERim%2FMhQw5p%2Fn8JYnQd%2BPJZUwBcJnTUlxHhue0jVzUt%2BC1ICtWKX8lnJ%2FPhAW%2BSSkN7k3pKbu75vfdndVV7KXM%2FwZfZX%2F3x3mKOValzUzr6398lCFp6S%2BpEPgT8Vv9cUThF35Tfv3p2Cq5OqgwRr44qK6XZVZT3UO0n3%2BYilpH5ABjfH42H5WcIq1NVHEdItLPDEy7ClZ0oYY3Mcv9I5ZjrjSqYsCCTxdZ%2BDjgM2t76cHtq%2FJ5SImDkGPVH8mFeXtpPQtwzR5KajLhK2BEfgFW%2B7pNC3j8NaB6A6GO%2BBYmcpialECB8tKBY%2BL%2BG5PrHW23IP0ijDZywBSKsSy4PnitTQfzlsUxn815qP3Z7BrQEvzuW4PkWbbZ2FUhMpzx9XpEiWzZfjRBOiqtQfSKxYfaRIAWrE3h7HOunMfY9wYpu8W4Bw%2FNpS18wy7v1wbRuu99Xr12JRk8Pps8qhW4ohHhhJK7xoJWUZBtQTI7%2F%2B7%2B9Sam3NmXD%2BA9vVqIMmXreGLCrQXbEjhoTTQ5lhiP5eyhn%2BzX8g3KjKb1G%2FSo8B2y5kPinC19g1s3hFuDRKo%2B7stX5YcFS0tMab%2BVgp%2BWwXVwAuu9qKGvbPRey0%2For2LbwxlAa2PLf0gJCBrsm%2F58glJR5gs9c8HR6DPqKe77ySQczG8I6oc4uW1r1BDU0kr3YvPfRsPm1lU4WeGUsXKLmQKyQhvMNXJCAk1shNgeFDagc8%2FFHMcMNCcUDf%2B9IijygaK54ALyw1DyWHTvtM2I3UK4C8Std68hr9vKNZNLvn8s%2F3mzg%2BHqIvA6clQdocqbA5ED8NLHWq2nmMICcoLQGOrABuIEH2t3%2F293zdLkbuP5OvwZFw5E25wXm%2BhhBeH400Sa1hmicSX1IPUUFO7BfJYs1hDhRSgOj%2F9J%2FM79qehKYzD9UMKEilHe%2BJgZ1%2F0TbdWhSQqv%2F7ycWKpw1e%2BjSQDIEqTsLt7vwsE41UfuVWRvQVmg8COD4tGbOFTV65uSTEtRJGnk26Fs9kb7lB%2FFZYYCP7IQlZtVQM%2FB0ozBcivYHHO9vrL4caD2nwquGBfWS%2FuM%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240705T155025Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYY2YJU5AY%2F20240705%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=744695dc4a98393f4f6ecf5a82cb959547e95e8fe162781f55d0aace9d0d9e16&hash=72be68507e5f4a163d4e32273ab7a04f520e549b77059ccc87a755d421af7ba3&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0301479716303863&tid=spdf-cc970c96-c7d5-433e-adae-56cb4ab5ea28&sid=54f107bc39b39942a8893489518f05752ad4gxrqb&type=client&tsoh=d3d3LXNjaWVuY2VkaXJlY3QtY29tLmxpYnByb3h5LnVjbC5hYy51aw%3D%3D&ua=1d045d5c065a5a52000557&rr=89e882ba0cf145a0&cc=gb,"
Dejan Mumovic
John Cairns 
Carla Guerriero 
Lia Chatzidiakou ","Carla Guerriero (HSRP London School of Hygiene and Tropical Medicine, 15-17 Tavistock Place, WC1H 9SH London, UK, 51.52556872037974, -0.12598366138699496)

John Cairns (Department of Health Services Research and Policy, London School of Hygiene and Tropical Medicine, WC1H 9SH Tavistock Place, London, UK, 51.52556872037974, -0.12598366138699496)","Carla Guerriero (DISES, Universita di Napoli Federico II, CSEF, Via Cintia 80126, Naples, Italy, 40.84021035697678, 14.185877112616563)

Lia Chatzidiakou (Centre for Atmospheric Science, Department of Chemistry, University of Cambridge, Lensfield Rd, Cambridge CB2 1EW, UK, 52.197884085157504, 0.12758638410234346)",[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"Providing a healthy school environment is a priority for child health. The aim of this study is to develop a methodology that allows quantification of the potential economic benefit of reducing indoor exposure to nitrogen dioxide (NO2) in children attending primary schools. Using environmental and health data collected in primary schools in London, this study estimates that, on average, 82 asthma exacerbations per school can be averted each year by reducing outdoor NO2 concentrations. The study expands upon previous analyses in two ways: first it assesses the health benefits of reducing children’s exposure to indoor NO2 while at school, second it considers the children’s perspective in the economic evaluation. Using a willingness to pay approach, the study quantifies that the monetary benefits of reducing children’s indoor NO2 exposure while at school would range between £2.5 k per school if a child’s perspective based on child’s budget is adopted up to £60 k if a parent’s perspective is considered. This study highlights that designers, engineers, policymakers and stakeholders need to consider the reduction of outdoor pollution, and particularly NO2 levels, near primary schools as there may be substantial health and monetary benefits.",John Cairns ,"Department of Health Services Research and Policy, London School of Hygiene and Tropical Medicine, WC1H 9SH Tavistock Place, London, UK, (51.52556872037974, -0.12598366138699496)",London School of Hygiene and Tropical Medicine,"[(51.52556872037974, -0.12598366138699496)]",Co-authorship with academic partner(s),,,Co-authorship with academic partner(s),Co-authorship with other partner(s),,,Planning and Policy,,,,Discovery,,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
652f45f2e4f98960af374285870fde02,Make Public: performing public housing in regenerating east London,Performing public housing in regenerating east London,"Samuel House, Clarissa St, London E8 4FP (51.5369235, -0.0728310)
Balfron Tower, (51.513639, -0.008806)",,2016,https://discovery.ucl.ac.uk/id/eprint/1514412,https://discovery.ucl.ac.uk/id/eprint/1514412,David Roberts,,,Bartlett School of Architecture,"This thesis explores the history and future of two east London housing estates undergoing regeneration; Samuel House, a 1935-8 London County Council neo-Georgian perimeter block on the Haggerston West Estate demolished in 2014; and Balfron Tower, a 1965-7 Brutalist high-rise on the Brownfield Estate designed by Ernö Goldfinger and facing refurbishment and privatisation in 2016. To ‘make public’ expresses a demand and an aspiration; materially – to protect and extend public housing provision at a time when austerity measures are dismantling it in ideal and form [Phillips and Erdemci, 2012]; procedurally – to make visible problematic processes of urban change that are increasingly hidden from public view under the pervasive metaphor of regeneration [Campkin, 2013]; and methodologically – to make public the act of research through long-term collaborations with residents and other practitioners, using archival research and socially-engaged performance practice that reveals spatial changes and their affects on social relations [Harvie, 2013]. The thesis draws on the idea of ‘multiple publics’ to re-conceptualise a constructive approach to public housing and to evaluate the ethic of ‘making public’ [Fraser, 1990]. It works between architecture and performance to forge new connections with the research of Forty, Rendell, Schneider and Roms, and choreograph relationships between buildings, texts and residents through critical acts of writing, dramaturgy and re-enactment. The practice is conducted through performative workshops that open a social, discursive and imaginative space for residents to re-enact the histories of each estate and build collective knowledge and experience. This collaborative work is shared with wider publics through a feature-length artist’s film, site-specific performance, and six-week exhibition, and is documented in the thesis as two acts, comprising scenes interspersed with reflective essays. The evidence gathered is fed into formal and legislative frameworks with the aim of influencing housing policy: at Samuel House, a redesigned housing survey and at Balfron Tower, a listing upgrade nomination and online archive.",, , ,[], ,, ,,,,,Social Sciences and Humanities,, ,,Discovery,"PhD thesis, full text not available","['Hackney', 'Tower Hamlets']","{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.072831, 51.536924], [-0.008806, 51.513639]]}, ""properties"": {}}"
66ce1b143e5ed19d87dd26475062124b,The Engineering Exchange: widening access to engineering expertise in London,The Engineering Exchange,London,Macro,2016,https://discovery.ucl.ac.uk/id/eprint/1520983,https://discovery.ucl.ac.uk/id/eprint/1520983,"Sarah Bell 
Charlotte Barrow
Vera Bukachi",,,[UCL Energy Institute / UCL Institute for Sustainable Heritage (ISH) / UCL Institute for Environmental Design and Engineering (IEDE) / UCL Institute for Sustainable Resources (ISR)],"The Engineering Exchange (EngEx) at University College London was established in 2014 to support engagement between engineering researchers and local communities. Building on the 'science shop' tradition within STS, the purpose of the EngEx is to provide community groups with access to engineering expertise and to ensure community needs are reflected in research projects and priorities. The EngEx runs training courses for engineers and researchers, facilitates events to generate collaborative research projects, and responds to ad hoc enquiries from community groups. Projects have addressed a wide range of issues including the demolition and refurbishment of social housing, reintroducing freight transport on London's canals, a community design charette, community infrastructure planning, improving delivery logistics to reduce air pollution, and preservation of an historic steam ship. This paper will present the outcomes of the evaluation of training and research programmes for engineers and community partners, and on the wider university.",, , ,[],,, ,,,,,Construction and Engineering ,, ,,Discovery,A conference presentation,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
b06ecd981a98eee4a9ffa1c27ccc835d,Mixed use ‘regeneration’ of employment land in the post-industrial city: Challenges and realities in London,Mixed use ‘regeneration’ of employment land ,"London Borough of Lewisham (51.416667, -0.033333)
Camden (51.533333, -0.166667)",,2016,https://discovery.ucl.ac.uk/id/eprint/1503818/,10.1080/09654313.2016.1209465,"Jessica Ferm
Edward Jones",,,Bartlett School of Planning,"This article explores the relationships between land-use planning, property and economic development, with a focus on the changing attitudes towards employment land in post-industrial cities. Drawing on case study data from two London local authorities, it finds that planning authorities are moving away from protecting employment land to actively promoting the mixed-use redevelopment of employment sites, even when there are thriving businesses on these sites and a shortage of supply of employment premises and land, relative to demand. We examine the drivers for changing policy including the national and regional policy contexts, housing targets, the influence of austerity measures, rise of Neighbourhood Planning and changing conceptions of regeneration and the role of housing therein. The article highlights the complex task faced by local planners and the tensions involved in simultaneously finding sites for housing, fostering economic development and promoting mixed-use redevelopment in planning policy and decisions. We find that changes in policy are fuelling speculation for housing development on sites occupied by viable businesses, supporting rather than responding to deindustrialization. This is leading to a gap between aspirations for delivering mixed-use environments on hitherto employment sites and realities on the ground.",, , ,[], ,"Think Tank, Other",Aggregator,,,,,Planning and Policy,,,,Discovery,,"['Bromley', 'Westminster']","{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.033333, 51.416667], [-0.166667, 51.533333]]}, ""properties"": {}}"
f080929e072d2cac1c70c80da4ec663a,The housing crisis and London,The housing crisis and London,London,Macro,2016,https://www.tandfonline.com/doi/full/10.1080/13604813.2016.1145947,10.1080/13604813.2016.1145947,Michael Edwards,,,Bartlett School of Planning,"CITY has, from its inception, paid close attention to London, to the ‘World…’ or ‘Global City’ ideologies underwriting its concentration of wealth and of poverty and to challenges from among its citizens to the prevailing orthodoxy. This paper focuses on London’s extreme experience of the housing crisis gripping the UK —itself the European nation with the fastest long-term growth of average house prices and widest regional disparities, driven by overblown financialisation and the priviledging of rent as a means of wealth accumulation, often by disposession. Londoners’ experience stems partly from four decades of neo-liberal transformation, partly from acellerated financialisation in the last 2 decades and is now being acellerated by the imposition of ‘austerity’ on low- and middle-income people. The social relationships of tenancy in social housing, private tenancy and mortgage-financed owner-occupation are, however, divisve and the paper ends by identifying what may be the beginning of a unified social movement, or at least a coalition, for change.",, , ,[], ,, ,,,,,Social Sciences and Humanities,Office Government Scientist,,,Discovery, ,[],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": []}, ""properties"": {}}"
df3b7af2ea9be6953ec814bf9fdef453,"Tangible Places for Intangible Products: The Role of Space in the Creative Digital Economy, Tech City, London",The Role of Space in the Creative Digital Economy,"East London Tech City (51.5257, -0.0875)",Micro,2016,https://discovery.ucl.ac.uk/id/eprint/1476654,https://discovery.ucl.ac.uk/id/eprint/1476654,Juliana Borowozyk Martins,,,Bartlett School of Planning,"This thesis explores the relationship between space and creative digital production in Shoreditch, East London (2009-2014). It seeks to identify the spatial conditions that, at multiple scales, mediate and support the operation of digital industries in inner-city locations. Drawing on ‘productionist’ approaches, which examine creative industries as an industry, work is conceptualized as six activities (producing, meeting, networking, learning, displaying, socializing) performed across four spatial settings: the extended workplace, workspaces, industry events, and the neighbourhood. This qualitative case study uses three data collection methods: semi-structured interviews with workers and industry actors, observations of selected settings, and secondary data. The area is an emergent cluster of digital firms known as ‘Silicon Roundabout’ and ‘Tech City’, providing a less explored but relevant case. The thesis’ contribution is threefold. First, it provides an empirical account of the spatiality of digital work in Shoreditch. This reveals a network of spaces used for work (base, ancillary, and events) suggesting a reconfiguration, and extension, of the ‘workplace’ in these industries. This spatial extension is limited and associated with spatial requirements of the tasks involved; the office still plays a central role in digital production. Second, the study identifies macro and micro spatial conditions that mediate and support these work patterns across the four spatial settings and advances the conceptualization of functional, social, and symbolic aspects of these relationships, expanding the understanding of why and how place matters in the digital economy. Third, the analysis reveals that ‘structured interaction’ and micro processes of spatial segregation and exclusion are critical to support a range of work and social practices in digital production. In contrast to influential accounts that associate creative cities with diversity and tolerance, at the scale of these spatial practices, processes of selection and quest for sameness underpin the operation of these industries within urban space(s).",, , ,[], ,, ,,,,,Social Sciences and Humanities,, ,,Discovery,"PhD thesis, full text not available",['Islington'],"{""type"": ""Feature"", ""geometry"": {""type"": ""MultiPoint"", ""coordinates"": [[-0.0875, 51.5257]]}, ""properties"": {}}"
